k 	 a 	 b 	 (b - a) 	 (bPrev - aPrev) / (b - a) 	 x1 	 x2 	 f1 	 f2 
23	1.9997355721545920	2.0002910856261473	0.0005555134715554	1.6180339887497466	1.9998667110962960	1.9999477594195174	0.0000000177659319	0.0000000027290782
24	1.9997355721545920	2.0000788983612217	0.0003433262066297	1.6180339887502830	1.9999477594195174	1.9999978500380000	0.0000000027290782	0.0000000000046223
25	1.9998667110962960	2.0000788983612217	0.0002121872649257	1.6180339887461390	1.9999978500380000	2.0000288077427393	0.0000000000046223	0.0000000008298860
26	1.9999477594195174	2.0000788983612217	0.0001311389417042	1.6180339887508619	1.9999787171242569	1.9999978500380000	0.0000000004529608	0.0000000000046223
27	1.9999477594195174	2.0000288077427393	0.0000810483232219	1.6180339887473629	1.9999978500380000	2.0000096748289966	0.0000000000046223	0.0000000000936023
28	1.9999787171242569	2.0000288077427393	0.0000500906184824	1.6180339887449178	1.9999905419152537	1.9999978500380000	0.0000000000894554	0.0000000000046223
29	1.9999787171242569	2.0000096748289966	0.0000309577047397	1.6180339887441468	1.9999978500380000	2.0000023667062505	0.0000000000046223	0.0000000000056013
30	1.9999905419152537	2.0000096748289966	0.0000191329137429	1.6180339887649431	1.9999950585835047	1.9999978500380000	0.0000000000244176	0.0000000000046223
31	1.9999905419152537	2.0000023667062505	0.0000118247909968	1.6180339887596593	1.9999978500380000	1.9999995752517556	0.0000000000046223	0.0000000000001804
32	1.9999950585835047	2.0000023667062505	0.0000073081227459	1.6180339888834203	1.9999995752517556	2.0000006414924947	0.0000000000001804	0.0000000000004115
33	1.9999978500380000	2.0000023667062505	0.0000045166682505	1.6180339887864374	1.9999989162787388	1.9999995752517556	0.0000000000011745	0.0000000000001804
34	1.9999978500380000	2.0000006414924947	0.0000027914544947	1.6180339886542248	1.9999995752517556	1.9999999825194779	0.0000000000001804	0.0000000000000003
35	1.9999989162787388	2.0000006414924947	0.0000017252137559	1.6180339886634068	1.9999999825194779	2.0000002342247725	0.0000000000000003	0.0000000000000549
36	1.9999995752517556	2.0000006414924947	0.0000010662407390	1.6180339889763238	1.9999998269570505	1.9999999825194779	0.0000000000000299	0.0000000000000003
37	1.9999995752517556	2.0000002342247725	0.0000006589730168	1.6180339890392572	1.9999999825194779	2.0000000786623451	0.0000000000000003	0.0000000000000062
38	1.9999998269570505	2.0000002342247725	0.0000004072677220	1.6180339894197009	1.9999999230999179	1.9999999825194779	0.0000000000000059	0.0000000000000003
39	1.9999998269570505	2.0000000786623451	0.0000002517052946	1.6180339893058473	1.9999999825194779	2.0000000192427851	0.0000000000000003	0.0000000000000004
