k 	 a 	 b 	 (b - a) 	 (bPrev - aPrev) / (b - a) 	 x1 	 x2 	 f1 	 f2 
25	1.9997355721541510	2.0000788983504973	0.0003433261963464	1.6180338134000336	1.9999477594357162	1.9999978499837128	0.0000000027290766	0.0000000000046226
26	1.9998667110689319	2.0000788983504973	0.0002121872815655	1.6180344478191824	1.9999978499837128	2.0000288078025008	0.0000000000046226	0.0000000008298895
27	1.9999477594357162	2.0000788983504973	0.0001311389147811	1.6180327868873567	1.9999787172545045	1.9999978499837128	0.0000000004529553	0.0000000000046226
28	1.9999477594357162	2.0000288078025008	0.0000810483667846	1.6180371352801608	1.9999978499837128	2.0000096750732927	0.0000000000046226	0.0000000000936070
29	1.9999787172545045	2.0000288078025008	0.0000500905479963	1.6180257510686518	1.9999905423440845	1.9999978499837128	0.0000000000894473	0.0000000000046226
30	1.9999787172545045	2.0000096750732927	0.0000309578187883	1.6180555555480602	1.9999978499837128	2.0000023674336647	0.0000000000046226	0.0000000000056047
31	1.9999905423440845	2.0000096750732927	0.0000191327292083	1.6179775280791275	1.9999950597940364	1.9999978499837128	0.0000000000244056	0.0000000000046226
32	1.9999905423440845	2.0000023674336647	0.0000118250895802	1.6181818181608247	1.9999978499837128	1.9999995772439882	0.0000000000046226	0.0000000000001787
33	1.9999950597940364	2.0000023674336647	0.0000073076396283	1.6176470588784648	1.9999995772439882	2.0000006401733890	0.0000000000001787	0.0000000000004098
34	1.9999978499837128	2.0000023674336647	0.0000045174499519	1.6190476190324610	1.9999989129131133	1.9999995772439882	0.0000000000011818	0.0000000000001787
35	1.9999978499837128	2.0000006401733890	0.0000027901896762	1.6153846154241702	1.9999995772439882	1.9999999758425138	0.0000000000001787	0.0000000000000006
36	1.9999989129131133	2.0000006401733890	0.0000017272602757	1.6249999995560902	1.9999999758425138	2.0000002415748637	0.0000000000000006	0.0000000000000584
37	1.9999995772439882	2.0000006401733890	0.0000010629294007	1.6000000000668475	1.9999998429763384	1.9999999758425138	0.0000000000000247	0.0000000000000006
38	1.9999995772439882	2.0000002415748637	0.0000006643308754	1.6666666664809788	1.9999999758425138	2.0000001087086883	0.0000000000000006	0.0000000000000118
39	1.9999998429763384	2.0000002415748637	0.0000003985985253	1.5000000016711899	1.9999999758425133	1.9999999758425138	0.0000000000000006	0.0000000000000006
40	1.9999998429763384	2.0000001087086883	0.0000002657323499	2.0000000000000000	1.9999999758425138	2.0000001087086883	0.0000000000000006	0.0000000000000118
x = 1.9999999758425138	x2 - x1 = 0.0000001328661745
